session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
6000e102cd719d216c11a397,5e44709ae4b4a82f7bba7923,AWAITING REVIEW,2021-01-15 00:25:44.524000,2021-01-15 00:37:28.924000,704.4,53,274,2,99,,8256C4AC,United States,United States,Part-Time,English,United States,Female,No
6000e153f3a67c223d6ec965,5dd35813794e103649612ffd,AWAITING REVIEW,2021-01-15 00:27:03.269000,2021-01-15 00:36:01.917000,538.648,53,645,0,100,,8256C4AC,United States,United States,Unemployed (and job seeking),English,United States,Female,No
6000e3129e326f214501e7a4,5c0595bb1a20110001e9f1e1,AWAITING REVIEW,2021-01-15 00:34:29.383000,2021-01-15 00:44:20.378000,590.995,38,141,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
6000e4780c55cf22ae87e507,5daf758895628c0017e6e1f9,AWAITING REVIEW,2021-01-15 00:40:30.262000,2021-01-15 00:55:33.793000,903.531,37,108,2,98,,8256C4AC,United States,United States,Other,English,United States,Female,Yes
6000e64b87652f22cdd4d7ee,5f375d51fae4971ed086f809,AWAITING REVIEW,2021-01-15 00:48:14.288000,2021-01-15 01:06:20.409000,1086.121,39,169,2,99,,8256C4AC,United States,United States,Other,DATA EXPIRED,United States,Female,No
6000e8966b526f227d7c29f7,5feae10c84b3a9b2483e45e8,AWAITING REVIEW,2021-01-15 00:58:04.075000,2021-01-15 01:21:13.896000,1389.821,33,13,0,100,,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
6000e8bcf5ee8a23353874b5,5edb479a65964c7b4a6db0a9,AWAITING REVIEW,2021-01-15 00:58:46.329000,2021-01-15 01:12:26.964000,820.635,48,73,3,95,,8256C4AC,United States,United States,Full-Time,English,United States,Female,No
6000e935051d632347199525,5d64759fedf23500018f9334,AWAITING REVIEW,2021-01-15 01:00:39.798000,2021-01-15 01:10:56.678000,616.88,50,269,1,100,,8256C4AC,United States,United States,Part-Time,English,United States,Female,No
6000eb391e45df2387c8bfbf,592e8f3b88f901000167252b,AWAITING REVIEW,2021-01-15 01:09:13.399000,2021-01-15 01:17:26.367000,492.968,38,531,1,100,,8256C4AC,United States,United States,Unemployed (and job seeking),English,United States,Male,No
6000ecbaf6bb82231fee4697,5effa1b1767027080863869d,AWAITING REVIEW,2021-01-15 01:15:41.637000,2021-01-15 01:22:49.697000,428.06,40,350,0,100,,8256C4AC,United States,United States,Full-Time,English,United States,Male,No
6000ecc0f613db241da72f7d,5724dbdc386f1b0011e92b81,RETURNED,2021-01-15 01:15:57.530000,,1395.238485,48,144,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6000edf3162c2023bbcf4c7d,5c82d0ac51b0e00015cbd2fc,AWAITING REVIEW,2021-01-15 01:20:54.994000,2021-01-15 01:29:31.486000,516.492,38,456,1,100,,8256C4AC,United States,United States,Part-Time,English,United States,Female,No
