file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,distribution,awareness,presentation,stimulus,button_pressed,responses,question_order
data_2020-07-17-15-13-15_y6z6z7jjvh,"[{""page_index"":0,""viewing_time"":1477.5950000621378},{""page_index"":1,""viewing_time"":1275.084999972023},{""page_index"":2,""viewing_time"":862.2949999989942}]",3615.34500005655,instructions,0,3799,0.0-0.0-0.0-0.0,aggregation_exp2,prolific,absent,naive,separate,NA,NA,NA,NA
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,696.6900000115857,html-button-response,1,4498,0.0-0.0-0.0-2.0-0.0,aggregation_exp2,prolific,absent,naive,separate,You will now see the projects.,0,NA,NA
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,1267.0699999434873,survey-multi-choice,2,5769,0.0-0.0-0.0-6.0-0.0-0.0-0.0,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""national-newspaper_180_240_0.35"":""Yes""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,2458.695000037551,survey-multi-choice,3,8235,0.0-0.0-0.0-6.0-0.0-0.0-0.1,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""high-rise-construction_100_240_0.75"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,2612.3249999945983,survey-multi-choice,4,10856,0.0-0.0-0.0-6.0-0.0-0.0-0.2,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""GMO_130_240_0.6"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,1449.9500000383705,survey-multi-choice,5,12312,0.0-0.0-0.0-6.0-0.0-0.0-0.3,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""railway_140_240_0.6"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,880.5450000800192,survey-multi-choice,6,13200,0.0-0.0-0.0-6.0-0.0-0.0-0.4,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""shipping-logistics_120_240_0.6"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,641.3249999750406,survey-multi-choice,7,13848,0.0-0.0-0.0-6.0-0.0-0.0-0.5,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""restaurant-chain_110_240_0.7"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,622.1149999182671,survey-multi-choice,8,14480,0.0-0.0-0.0-6.0-0.0-0.0-0.6,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""record-deal_200_240_0.3"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,630.2450000075623,survey-multi-choice,9,15120,0.0-0.0-0.0-6.0-0.0-0.0-0.7,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""pharmaceutical_150_240_0.55"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,593.1799999671057,survey-multi-choice,10,15720,0.0-0.0-0.0-6.0-0.0-0.0-0.8,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""microchip_170_240_0.45"":""No""}",[0]
data_2020-07-17-15-13-15_y6z6z7jjvh,NA,686.5349999861792,survey-multi-choice,11,16415,0.0-0.0-0.0-6.0-0.0-0.0-0.9,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""oil-well_140_240_0.55"":""No""}",[0]
